filename,score
06c44cd871a74912957d4cca429de169.JPG,53
06c45721d8804da0bc6ff125f6e85533.JPG,81
06c66c66602547368eef8f6a1bd9143e.JPG,34
06cb61964c00467887f0ffbffd4561f5.JPG,34
06cb6de42d30444197a5e184884b9d2c.JPG,66
06cbee606c274ce99548f3c97235036a.JPG,66
06cc912d8f0d4a56baaf815ec7ad34b7.JPG,72
06cd6554684a4ce9aadb945a83f4f475.JPG,75
06cf119f118e4e7e82aab0e3c63457b8.JPG,78
06d7513fecd045d38900e266826075ae.JPG,34
06daef1874a24bae883486485d454e56.JPG,34
06df3c15250a43b6af01a13d40a41383.JPG,50
06e0da3142c4406ea6ba6b7a813f5895.JPG,69
06e37cf587e4468290e2028f8ea4de3c.JPG,59
06e575b3459d44b9bccb052b19b8d21d.JPG,34
06e6883b7549487d8a559cbe571f76b9.JPG,34
06ebaa0b8d7b426bad06581d180111ac.JPG,66
06eead9faa804d81846a16d5eb3267f1.JPG,69
06f32a27607648e4836590ed0e1a2d07.JPG,19
06f4bbb0e8fa4f7c85eb8fd6253d906b.JPG,34
06f6a140721c4a4c8c040af961f5e056.JPG,69
06ff92dde86b49c4aee96aea118c64a8.JPG,0
07026efecc7e4d98a6904f657088bab2.JPG,62
07049dcf163541d7af06ea1c1f802fdf.JPG,62
0708d4f61e104c439b6f075b56843a90.JPG,59
070b363967444846bd665fcacf9f6843.JPG,72
070cfd6ca84845e4a8dea0879144939e.JPG,50
07104bcbff1a43e3a2d59260067bb5ba.JPG,38
0710804468e54df78c8e69286cb5364a.JPG,62
0712f66099b34bec9bf4b7318b06d8d3.JPG,78
07132cce683244a6b7c4a579c7ce4a3f.JPG,84
0713b6e2994c43bea4672b1cf3291815.JPG,72
071d775f3ee642659e78823cb7165892.JPG,56
07212f20faf94bca8899ad879f890592.JPG,66
07258e9fb63344148d03fd34be568098.JPG,78
07291107a9d94fbfbef28d8741109b25.JPG,50
0735b252b5db4aa589dd003010d11d24.JPG,38
073754db8cdb454ba787a0d9af2cbe38.JPG,78
073838b67eb1421c8dbd25a2902c2e8b.JPG,53
07407bfd11ad4858b1ab1c22427e0f1e.JPG,38
07456a86a1ed4ba99630229af3ea25fb.JPG,50
074c7212c99b47dfbe800b852ccce7d1.JPG,88
07506cc8e6bf420d9ed6dbf42a897738.JPG,44
0755d99b5209426fbbff15aafe278599.JPG,66
07578753a15045f6b58cd244bbba2d8e.JPG,41
075be00e533c46eab5cb6af8c623511d.JPG,78
075c677b55da4f0abb694a12652bfab1.JPG,62
0761701d101d4aa8ae29f286a8df9784.JPG,69
0761710504e244c5aa81d5ac279477ef.JPG,53
0769ea80a24c4468925fc31258a24167.JPG,62
076cb84e5f6940a1a842e0d406930109.JPG,47
077223170c004e98902531877a2cf96a.JPG,34
077ba37a67d4446fb8ac411956545b78.JPG,62
077bd798e24b49c59945595a19339cd8.JPG,91
077cabe8e92a459697d9d24a861c3410.JPG,41
078342c0791e41208a496c45dea2da69.JPG,75
0784cfe89f684bc2ad24d9da35f4192f.JPG,38
078880137dea42ef9d35c9069304996b.JPG,34
079c4e6e1cc84c29aa529cbb944df0b0.JPG,75
079c7380772141e1b93520f7108f37d6.JPG,56
07a825aa23654b33bf9de8767f87900c.JPG,84
07b3e98a79304172a5bec4f578e972cf.JPG,59
07b52a6b61b043948113811a91cd956a.JPG,53
07b7b50d85bd4a0fb83868ecbe6bf2a0.JPG,62
07b9e7b93fcd438d80786293ef70c8ca.JPG,53
07bbd2ca708c47308f7bd937e59cc447.JPG,91
07c7627edc3342b2842209da2910435e.JPG,47
07cc39cc762f484e833560d916a49ee2.JPG,34
07d6c994009b4f55bfaad813e58b5d7e.JPG,38
07d7f16f96ae483fa51444e98fb5961c.JPG,72
07dc4f535ec1465bb5c6d8a12552af3a.JPG,56
07e2a69866ec428493722c10d04c58cf.JPG,41
07eaf7cd2bd9495f8b9183a86fdf38fb.JPG,75
07ec8b9c1e354b018df284dbb3f3396d.JPG,69
07f370682d434e988572fce632fb4f8c.JPG,34
07f72c60a7c941f49a8be7aa0d63100e.JPG,50
07fa0fb2834949b1aeac8cd5cb12787e.JPG,72
07ffb3dcd7a041c984f89754dacfd9b2.JPG,75
08027748bea84201b7a4f6dfa7b5ec5d.JPG,81
08090436603d4910ad409b5844754c74.JPG,34
0812a588d36c4ee586595c758af23782.JPG,47
0823232b7e434c6ebad350ab5109acc7.JPG,44
08286fc551454ed1ba8f02afc2b28fcf.JPG,19
08296aea7f664cb2b41bf10e7bba58db.JPG,38
0833021ecdc8425a85d6e80784c088ca.JPG,38
0837e78ab77a4f8ca2fe12056c1ced3b.JPG,69
084c17a55a47432583e43baa33f2ffc9.JPG,34
0858367de53041b09d16d308cb2bd28d.JPG,59
085aa39f21b74fc1876e0902173605d4.JPG,34
085f43648c1a44fd8c3d305e1f733349.JPG,41
086239a415274922a591ea4c7ecbcd97.JPG,62
086587593f214d879e68ea5bca232a82.JPG,72
0870496e34ec4164852ba501e7f1bebe.JPG,44
0870c8d110404321abe673e18d6bae43.JPG,69
08712794a8af4c1184d7178693a6773d.JPG,78
08744d27151f497cbaa8861e3b562b00.JPG,59
087530af1b7445e5a82d39640b3962b7.JPG,78
08778b2965fa40359a628d99b323bcfd.JPG,75
0878d1f6c41f41ad8505558034bb0c65.JPG,44
08799e08bec845358274e1f6bf7607c5.JPG,62
087eda846cb54c21b2a97db844923420.JPG,84
08827d110e7e471099668dc449ae4910.JPG,53
0884c9bc2e744ad38af8c157b50a1c44.JPG,56
088a534f7de1403ca735bdae91b54f84.JPG,56
08952d7cadb74886b478bff54618f0c5.JPG,34
08968e224bf248c1bf6d4a1a4e14725c.JPG,56
0898d45f14ca4820ab0a61b0f9207e70.JPG,44
089d3201badd4830ace6ee2c4572b071.JPG,50
08ac130254634c77a8cc6c4cd9fa3e38.JPG,88
08ac5d86c24144a09b77065af4f906ec.JPG,78
08adafc992ad422fb00933999cc8984e.JPG,72
08ae5844fda946e6a026bdf0361c947d.JPG,41
08b2928d712e43efa9dd8294ea57ecb2.JPG,62
08b91e2a06754b358466e2f5dada911a.JPG,53
08b97c87127846c18c5df67c1c4c0dcc.JPG,41
08ba08e6b3e74750ab28ce89446d6894.JPG,59
08bb8a5a60f7467fbc438e0492652980.JPG,47
08c162b4726d4f819839922a41325295.JPG,50
08c3d2452da94da4b4a7940bede19877.JPG,56
08c5a6c8abd9414d9f58cec92a87f365.JPG,38
